id,target,age,gender,A,B,C,D,E,F,G
1067163490,0,47,1,2.0,4.333333333333333,1.0,1.3333333333333333,3.0,3.0,2.5
1073181139,2,60,1,3.3333333333333335,3.0,3.3333333333333335,1.3333333333333333,3.3333333333333335,4.333333333333333,3.0
1074271959,0,57,0,2.0,4.666666666666667,1.0,1.0,4.333333333333333,2.0,2.0
1074896711,0,74,0,2.3333333333333335,5.0,1.0,2.0,4.333333333333333,1.6666666666666667,2.5
1077476451,0,79,1,3.6666666666666665,5.0,1.0,2.0,3.6666666666666665,1.6666666666666667,2.5
1080555288,0,68,1,2.6666666666666665,4.666666666666667,1.0,2.0,4.0,3.3333333333333335,2.5
1124764916,0,61,0,4.0,2.6666666666666665,2.3333333333333335,1.3333333333333333,3.6666666666666665,3.6666666666666665,2.5
1139463736,3,51,0,1.6666666666666667,2.3333333333333335,3.0,1.3333333333333333,3.6666666666666665,3.0,2.0
1164292259,0,68,1,3.0,3.6666666666666665,3.3333333333333335,1.6666666666666667,3.0,3.0,3.5
1200966903,0,59,1,3.3333333333333335,3.6666666666666665,1.0,2.0,4.333333333333333,1.0,1.5
1211508074,0,42,0,1.0,5.0,1.0,2.0,5.0,1.0,3.5
1214797272,0,72,1,3.3333333333333335,5.0,1.0,1.3333333333333333,3.3333333333333335,2.0,3.5
1234462064,0,71,0,3.3333333333333335,4.333333333333333,2.0,2.0,3.6666666666666665,3.6666666666666665,2.0
1237727062,4,52,0,3.0,4.0,2.3333333333333335,1.0,3.6666666666666665,2.0,2.0
1275288813,0,75,0,1.3333333333333333,4.666666666666667,1.6666666666666667,1.3333333333333333,4.666666666666667,1.3333333333333333,2.0
1275793506,0,66,1,4.0,3.0,3.3333333333333335,1.3333333333333333,4.666666666666667,3.3333333333333335,2.5
1276069977,0,61,0,1.3333333333333333,5.0,1.6666666666666667,1.3333333333333333,4.666666666666667,1.3333333333333333,2.0
1281890487,0,55,0,2.0,3.3333333333333335,1.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,3.0
1287027458,0,24,1,3.0,4.0,2.6666666666666665,1.0,3.6666666666666665,3.3333333333333335,4.0
1287692551,4,64,1,4.333333333333333,2.6666666666666665,2.0,1.3333333333333333,3.6666666666666665,4.666666666666667,2.0
1301653800,0,64,0,1.3333333333333333,5.0,1.0,2.0,4.666666666666667,3.3333333333333335,4.0
1310781225,1,65,1,3.3333333333333335,4.0,1.6666666666666667,2.0,4.0,3.0,2.5
1315359868,4,42,1,3.0,3.6666666666666665,4.0,1.0,3.3333333333333335,2.6666666666666665,2.0
1318523925,0,39,0,3.0,3.6666666666666665,1.0,1.6666666666666667,4.333333333333333,2.3333333333333335,3.0
1320586244,1,47,1,2.6666666666666665,4.0,2.6666666666666665,1.3333333333333333,3.3333333333333335,2.6666666666666665,3.0
1324855904,0,60,0,4.0,4.666666666666667,3.6666666666666665,2.0,4.0,4.0,3.0
1335846688,0,54,0,4.333333333333333,5.0,1.0,2.0,5.0,1.6666666666666667,2.0
1344311186,1,72,0,3.3333333333333335,3.0,2.6666666666666665,1.3333333333333333,4.666666666666667,4.333333333333333,2.5
1347555187,0,67,0,3.6666666666666665,4.0,3.0,2.0,4.333333333333333,2.6666666666666665,3.5
1347845133,0,49,1,3.0,4.666666666666667,1.0,1.6666666666666667,4.666666666666667,1.6666666666666667,2.0
1348936357,0,23,0,2.3333333333333335,4.666666666666667,2.0,1.3333333333333333,4.666666666666667,3.6666666666666665,4.0
1348992620,0,26,0,3.3333333333333335,4.0,3.3333333333333335,1.3333333333333333,3.6666666666666665,2.6666666666666665,1.5
1352236069,0,66,0,1.3333333333333333,4.0,2.3333333333333335,2.0,3.6666666666666665,3.6666666666666665,2.0
1352336008,0,73,1,3.6666666666666665,5.0,3.0,2.0,5.0,3.3333333333333335,2.5
1357661625,0,75,1,1.3333333333333333,5.0,1.0,2.0,5.0,1.0,3.0
1358238976,0,25,0,3.3333333333333335,5.0,2.0,1.3333333333333333,4.666666666666667,4.333333333333333,2.5
1371078175,0,77,1,3.0,4.666666666666667,2.3333333333333335,2.0,3.0,2.6666666666666665,3.5
1375374346,0,52,1,2.6666666666666665,3.6666666666666665,1.0,1.3333333333333333,3.6666666666666665,1.3333333333333333,2.0
1386780556,2,71,1,3.0,2.3333333333333335,2.0,1.6666666666666667,3.6666666666666665,3.6666666666666665,2.5
1397112943,0,65,1,4.333333333333333,4.333333333333333,3.6666666666666665,2.0,5.0,2.0,4.0
1398177305,2,35,1,3.3333333333333335,3.0,3.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,4.0
1399047361,1,54,1,2.0,3.6666666666666665,1.3333333333333333,1.6666666666666667,4.0,2.0,2.0
1399538632,0,69,1,3.0,3.6666666666666665,4.0,1.3333333333333333,3.6666666666666665,2.6666666666666665,3.0
1405944235,0,43,1,2.6666666666666665,3.6666666666666665,3.6666666666666665,2.0,4.0,3.0,2.5
1407766060,1,53,1,2.6666666666666665,4.666666666666667,4.0,1.0,3.6666666666666665,4.666666666666667,2.5
1407772434,0,48,1,3.0,2.3333333333333335,1.0,1.3333333333333333,4.666666666666667,1.0,1.0
1407784315,1,49,1,4.0,2.3333333333333335,3.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,2.5
1408869339,0,72,1,3.0,5.0,1.6666666666666667,2.0,3.3333333333333335,1.6666666666666667,1.5
1408873896,0,57,1,2.0,4.666666666666667,3.3333333333333335,1.6666666666666667,4.0,3.6666666666666665,3.0
1408957889,1,67,0,4.0,4.666666666666667,3.3333333333333335,2.0,4.0,4.0,2.0
1409022810,2,63,1,2.3333333333333335,3.3333333333333335,2.3333333333333335,2.0,4.0,3.3333333333333335,2.0
1409035136,0,72,0,2.3333333333333335,5.0,1.6666666666666667,2.0,4.666666666666667,3.6666666666666665,2.5
1409421405,0,61,0,3.0,4.333333333333333,4.0,1.6666666666666667,4.666666666666667,1.6666666666666667,3.0
1409490374,0,70,1,3.6666666666666665,4.333333333333333,1.6666666666666667,2.0,5.0,1.6666666666666667,3.5
1409491051,1,64,1,2.6666666666666665,2.6666666666666665,2.0,2.0,3.6666666666666665,4.0,3.0
1409831120,1,72,1,2.6666666666666665,4.666666666666667,1.0,1.6666666666666667,4.0,1.3333333333333333,2.5
1410908895,4,56,0,4.0,2.0,3.0,1.3333333333333333,4.333333333333333,4.333333333333333,1.0
1411378469,0,72,1,3.0,4.0,3.6666666666666665,1.0,4.0,3.3333333333333335,2.0
1411385007,1,61,0,3.3333333333333335,5.0,3.3333333333333335,2.0,5.0,1.0,3.0
1411841880,0,78,1,1.6666666666666667,5.0,1.0,2.0,4.0,2.3333333333333335,2.5
1411845919,1,66,0,3.6666666666666665,3.6666666666666665,1.0,1.3333333333333333,3.3333333333333335,3.0,1.5
1411848079,0,62,1,3.0,3.0,1.6666666666666667,2.0,4.0,2.3333333333333335,1.0
1412804740,0,68,1,1.6666666666666667,4.666666666666667,1.0,2.0,4.0,1.6666666666666667,1.0
1412805837,1,62,1,3.0,2.6666666666666665,1.0,1.3333333333333333,4.0,3.0,1.0
1412806125,1,52,1,3.6666666666666665,3.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,4.0,2.0
1415524619,2,64,0,3.6666666666666665,2.6666666666666665,1.0,1.6666666666666667,4.0,2.6666666666666665,2.0
1416813795,0,47,0,2.0,4.333333333333333,2.3333333333333335,2.0,4.666666666666667,3.0,1.0
1419296241,0,46,0,3.0,4.0,1.6666666666666667,1.3333333333333333,4.0,4.0,3.0
1432070514,4,62,1,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.0,3.3333333333333335,3.0
1434201285,0,74,0,3.0,3.6666666666666665,1.0,2.0,4.333333333333333,1.6666666666666667,2.0
1436371528,0,33,0,2.6666666666666665,3.0,3.0,1.6666666666666667,3.0,3.0,1.5
1436467873,0,68,1,2.0,4.666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,4.0,2.0
1436869365,3,19,1,4.333333333333333,5.0,3.0,1.0,3.3333333333333335,3.6666666666666665,1.5
1437668173,0,23,0,3.6666666666666665,2.3333333333333335,2.3333333333333335,1.3333333333333333,4.0,3.3333333333333335,2.5
1438096234,0,70,1,3.0,3.0,3.0,1.3333333333333333,4.666666666666667,2.0,2.5
1440188736,0,68,1,3.0,4.333333333333333,1.0,1.6666666666666667,4.0,1.6666666666666667,1.5
1441820580,0,71,1,3.3333333333333335,5.0,2.3333333333333335,2.0,3.3333333333333335,4.0,2.5
1444159217,5,40,1,3.6666666666666665,2.3333333333333335,3.0,1.3333333333333333,3.0,3.3333333333333335,2.0
1446653950,1,73,1,3.0,3.0,3.0,2.0,5.0,4.0,1.5
1452747562,2,59,0,2.6666666666666665,4.0,1.3333333333333333,1.3333333333333333,4.0,3.6666666666666665,1.0
1454162303,0,47,1,2.6666666666666665,4.333333333333333,2.0,2.0,3.3333333333333335,4.333333333333333,2.0
1458308186,0,36,0,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.3333333333333335,3.0,2.5
1459168157,0,72,0,1.0,4.666666666666667,1.0,2.0,4.0,2.0,2.0
1459333054,0,71,1,2.3333333333333335,5.0,3.3333333333333335,1.6666666666666667,3.0,2.6666666666666665,2.0
1461077735,0,71,1,4.0,3.0,1.0,1.0,5.0,4.333333333333333,2.0
1461784852,1,30,1,3.0,3.6666666666666665,3.0,1.6666666666666667,2.6666666666666665,4.333333333333333,3.5
1462073145,1,18,0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,2.0
1464216487,0,67,1,3.6666666666666665,5.0,1.0,1.0,3.6666666666666665,2.6666666666666665,2.0
1465075600,0,68,1,2.6666666666666665,4.0,2.0,2.0,5.0,3.0,2.5
1467134111,3,49,0,2.6666666666666665,4.0,3.3333333333333335,1.0,2.6666666666666665,3.0,2.5
1469246386,0,67,1,2.6666666666666665,4.0,2.0,1.6666666666666667,4.333333333333333,2.6666666666666665,3.0
1471215196,5,25,1,1.6666666666666667,2.6666666666666665,4.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.5
1472262976,0,56,0,2.3333333333333335,4.333333333333333,3.6666666666666665,1.0,3.6666666666666665,2.0,2.5
1472356203,1,40,0,4.0,5.0,1.6666666666666667,1.0,4.666666666666667,3.3333333333333335,2.5
1473368832,0,61,1,2.0,4.333333333333333,1.0,1.6666666666666667,2.6666666666666665,3.3333333333333335,1.0
1476400414,5,53,0,2.0,3.3333333333333335,1.0,2.0,4.0,2.0,1.0
1481550856,2,20,0,3.3333333333333335,3.3333333333333335,3.0,1.0,3.3333333333333335,3.6666666666666665,1.5
1484711217,1,35,1,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.3333333333333333,4.0,3.6666666666666665,3.0
1484714128,3,50,0,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.0,4.0,1.5
1484725369,0,73,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,4.0,4.0,1.5
1484735832,5,21,0,4.0,4.0,4.0,1.0,5.0,4.666666666666667,2.0
1484738649,0,35,1,3.6666666666666665,4.666666666666667,4.0,1.3333333333333333,3.3333333333333335,3.0,2.5
1484741917,3,31,0,2.0,3.0,1.0,1.0,3.3333333333333335,2.3333333333333335,2.5
1484742759,1,45,1,4.0,3.6666666666666665,1.3333333333333333,1.6666666666666667,4.0,3.6666666666666665,2.5
1484742890,1,57,0,3.6666666666666665,4.0,2.0,1.3333333333333333,3.3333333333333335,4.333333333333333,1.5
1484743164,2,44,1,3.0,4.0,2.6666666666666665,1.3333333333333333,3.6666666666666665,3.3333333333333335,1.5
1484746137,1,46,1,4.0,3.6666666666666665,3.0,2.0,3.6666666666666665,3.6666666666666665,1.5
1484749408,0,34,0,1.6666666666666667,4.666666666666667,3.0,2.0,3.0,2.6666666666666665,2.0
1484751321,0,60,1,2.3333333333333335,4.333333333333333,1.3333333333333333,1.6666666666666667,4.666666666666667,2.0,1.5
1484757722,5,41,1,3.3333333333333335,2.0,1.6666666666666667,1.0,3.3333333333333335,2.3333333333333335,2.5
1484760738,0,37,0,1.6666666666666667,4.666666666666667,1.0,1.6666666666666667,3.0,3.3333333333333335,3.0
1484761572,1,65,1,4.0,3.6666666666666665,2.0,1.6666666666666667,4.666666666666667,4.0,2.0
1484762101,3,60,1,1.6666666666666667,3.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,3.3333333333333335,2.5
1484763795,0,43,0,3.6666666666666665,4.666666666666667,2.0,1.0,3.3333333333333335,1.6666666666666667,2.0
1484764711,1,49,1,3.3333333333333335,3.6666666666666665,1.6666666666666667,1.0,2.0,3.6666666666666665,2.0
1484766255,0,54,0,2.6666666666666665,5.0,1.3333333333333333,1.3333333333333333,4.0,3.0,2.5
1484769737,2,39,0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,3.3333333333333335,3.0,2.0
1484771055,0,30,0,2.6666666666666665,3.0,4.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,3.0
1484772423,0,39,0,2.6666666666666665,4.666666666666667,1.0,1.0,3.3333333333333335,2.3333333333333335,2.5
1484773046,0,69,1,2.3333333333333335,3.6666666666666665,1.6666666666666667,2.0,4.0,3.0,2.5
1484773866,0,73,1,2.3333333333333335,4.333333333333333,2.0,1.6666666666666667,3.6666666666666665,3.0,3.5
1484773973,4,32,0,1.6666666666666667,4.0,1.0,1.0,3.3333333333333335,1.6666666666666667,2.5
1484775838,1,39,0,5.0,3.0,3.0,1.3333333333333333,5.0,5.0,2.5
1484778762,1,57,0,4.0,3.0,1.6666666666666667,1.0,2.6666666666666665,3.6666666666666665,1.0
1484779792,0,35,0,3.6666666666666665,4.0,4.0,1.6666666666666667,3.6666666666666665,3.3333333333333335,1.5
1484780784,4,72,0,3.3333333333333335,3.3333333333333335,1.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,3.0
1484782009,1,20,0,2.0,3.0,2.0,1.6666666666666667,3.3333333333333335,4.0,2.5
1484785173,0,57,0,1.3333333333333333,5.0,1.6666666666666667,1.6666666666666667,4.333333333333333,2.0,1.5
1484785677,2,54,1,2.3333333333333335,3.0,2.3333333333333335,2.0,5.0,3.6666666666666665,1.0
1499425037,2,53,1,3.6666666666666665,2.6666666666666665,2.0,1.3333333333333333,4.0,3.3333333333333335,3.0
1499596021,1,26,1,3.0,4.333333333333333,1.0,1.0,1.6666666666666667,3.3333333333333335,2.5
1502464882,1,52,0,4.666666666666667,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.6666666666666667,3.6666666666666665,2.5
1512582423,0,54,1,5.0,5.0,3.3333333333333335,2.0,4.0,3.0,2.0
1513055845,3,78,0,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.0,3.3333333333333335,4.0,3.0
1513976550,3,46,0,2.6666666666666665,3.6666666666666665,1.3333333333333333,2.0,3.6666666666666665,2.3333333333333335,2.5
1515280436,2,65,1,4.666666666666667,3.3333333333333335,1.6666666666666667,1.0,3.6666666666666665,4.666666666666667,2.5
1515595263,1,57,1,1.6666666666666667,4.666666666666667,1.6666666666666667,1.6666666666666667,4.666666666666667,3.0,3.0
1518019971,0,45,1,3.6666666666666665,4.0,1.0,1.3333333333333333,4.0,3.0,3.5
1521591729,3,38,1,3.0,3.6666666666666665,1.0,1.3333333333333333,3.6666666666666665,2.3333333333333335,2.5
1522743437,1,26,1,3.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,3.3333333333333335,3.6666666666666665,1.5
1523118037,1,38,1,3.3333333333333335,3.6666666666666665,1.0,1.0,1.0,3.0,2.0
1523422860,0,73,0,3.3333333333333335,4.666666666666667,1.3333333333333333,2.0,4.0,3.0,2.5
1523635476,0,20,1,4.0,4.0,3.0,1.0,5.0,4.333333333333333,2.5
1523759875,2,26,0,1.6666666666666667,3.6666666666666665,1.6666666666666667,1.0,4.333333333333333,3.6666666666666665,3.0
1526683995,2,20,0,3.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,4.0,2.6666666666666665,1.5
1532130304,2,27,0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,4.333333333333333,3.3333333333333335,3.5
1532167392,0,49,1,3.3333333333333335,4.0,1.0,1.6666666666666667,5.0,4.0,2.5
1533190413,0,57,1,1.6666666666666667,3.0,1.0,1.6666666666666667,3.6666666666666665,2.3333333333333335,2.5
1535223210,0,19,1,2.6666666666666665,3.3333333333333335,1.3333333333333333,1.6666666666666667,3.6666666666666665,3.6666666666666665,2.5
1535504232,0,77,1,3.3333333333333335,3.6666666666666665,1.0,2.0,4.333333333333333,3.0,1.5
1535957108,5,67,0,3.0,2.0,1.6666666666666667,1.6666666666666667,3.6666666666666665,2.0,2.5
1536021026,0,58,1,2.0,5.0,1.0,2.0,4.0,2.0,2.5
1536743304,1,38,0,3.0,4.333333333333333,3.3333333333333335,2.0,4.0,3.6666666666666665,2.5
1539636525,3,73,1,3.3333333333333335,3.6666666666666665,2.6666666666666665,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.5
1541133421,2,49,1,3.3333333333333335,2.3333333333333335,3.3333333333333335,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.5
1541233362,0,56,1,4.666666666666667,4.666666666666667,3.6666666666666665,1.3333333333333333,1.0,2.3333333333333335,1.5
1543249973,0,74,1,2.6666666666666665,3.6666666666666665,2.0,1.3333333333333333,4.0,2.6666666666666665,1.5
1543875919,4,58,1,4.0,3.3333333333333335,4.0,1.6666666666666667,3.0,3.3333333333333335,1.5
1544747755,2,70,0,2.3333333333333335,3.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,3.0,2.0
1545077517,5,29,0,3.6666666666666665,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.5
1545142483,2,18,0,4.666666666666667,4.0,5.0,1.0,4.333333333333333,3.3333333333333335,1.5
1545173805,0,55,0,1.0,5.0,1.0,1.6666666666666667,3.3333333333333335,2.0,1.5
1545194420,2,27,0,2.6666666666666665,5.0,1.0,1.3333333333333333,4.666666666666667,3.6666666666666665,1.5
1545442827,0,36,0,2.3333333333333335,4.0,2.6666666666666665,1.6666666666666667,3.0,2.3333333333333335,2.0
1545463823,1,52,1,3.6666666666666665,3.3333333333333335,1.3333333333333333,1.0,3.0,4.333333333333333,3.0
1545479595,1,61,1,3.0,4.0,1.6666666666666667,2.0,4.0,2.0,1.0
1545621971,1,51,1,5.0,3.0,3.0,1.3333333333333333,4.666666666666667,3.0,2.5
1546381153,0,35,1,3.0,3.0,3.0,1.6666666666666667,3.0,3.0,2.5
1546469991,0,69,0,3.3333333333333335,5.0,1.6666666666666667,2.0,5.0,1.6666666666666667,2.5
1547746766,0,76,0,2.6666666666666665,3.3333333333333335,2.0,1.6666666666666667,3.3333333333333335,3.3333333333333335,2.0
1547809535,0,59,1,3.6666666666666665,3.0,2.3333333333333335,1.6666666666666667,3.6666666666666665,3.0,1.5
1547868721,1,59,1,3.0,3.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.5
1547918713,0,29,1,5.0,4.0,4.333333333333333,1.0,5.0,5.0,2.5
1548543415,1,18,0,2.3333333333333335,5.0,3.3333333333333335,1.0,3.0,3.6666666666666665,1.5
1548580472,5,44,0,2.0,4.0,1.0,1.3333333333333333,4.666666666666667,2.6666666666666665,2.5
1548616997,0,40,0,2.6666666666666665,4.666666666666667,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.5
1548798891,1,21,0,2.3333333333333335,4.0,4.0,1.6666666666666667,3.6666666666666665,3.0,1.5
1549041210,1,28,0,1.6666666666666667,4.666666666666667,1.0,1.3333333333333333,4.333333333333333,2.6666666666666665,2.0
1549774557,0,19,0,1.3333333333333333,4.666666666666667,1.6666666666666667,1.3333333333333333,3.6666666666666665,2.6666666666666665,2.0
1550566798,0,61,1,3.0,3.0,2.3333333333333335,1.3333333333333333,3.0,3.0,2.5
1550607364,1,30,1,3.3333333333333335,2.6666666666666665,3.0,1.3333333333333333,3.3333333333333335,3.0,2.0
1550608221,5,23,0,3.3333333333333335,3.0,3.0,1.0,3.0,3.0,1.5
1551632928,0,18,0,3.3333333333333335,2.3333333333333335,2.0,1.3333333333333333,4.0,3.0,2.0
1551739685,5,35,1,3.3333333333333335,4.333333333333333,3.0,1.0,1.6666666666666667,2.6666666666666665,1.0
1552365172,2,23,1,4.666666666666667,2.6666666666666665,1.0,1.3333333333333333,4.333333333333333,4.0,2.0
1552408419,0,22,0,1.6666666666666667,5.0,2.0,2.0,4.333333333333333,3.0,2.5
1554496334,1,47,1,2.0,1.0,3.6666666666666665,1.6666666666666667,3.6666666666666665,2.0,3.5
1554675805,5,48,1,3.0,3.0,2.6666666666666665,1.0,3.6666666666666665,3.0,2.5
1554695600,0,50,0,3.0,3.6666666666666665,1.3333333333333333,1.3333333333333333,4.0,2.6666666666666665,3.0
1554760240,0,67,0,2.6666666666666665,5.0,1.6666666666666667,2.0,4.0,2.0,3.0
1554793502,0,18,0,2.3333333333333335,3.3333333333333335,3.6666666666666665,1.0,3.3333333333333335,3.3333333333333335,2.0
1554826020,0,56,0,3.6666666666666665,4.0,4.0,1.3333333333333333,4.0,3.0,1.5
1555311430,2,23,0,3.3333333333333335,3.3333333333333335,4.666666666666667,1.6666666666666667,4.0,3.3333333333333335,2.0
1555373720,1,29,1,2.3333333333333335,1.3333333333333333,3.6666666666666665,1.3333333333333333,2.0,2.6666666666666665,2.5
1555443714,2,31,0,2.3333333333333335,3.0,2.6666666666666665,1.3333333333333333,3.0,2.6666666666666665,4.0
1555702500,1,18,1,3.0,5.0,3.0,1.3333333333333333,4.0,2.3333333333333335,2.5
1556047746,2,27,0,3.0,5.0,3.6666666666666665,2.0,4.333333333333333,3.6666666666666665,1.0
1556128497,1,33,0,3.0,4.0,1.0,2.0,3.6666666666666665,2.6666666666666665,2.5
1556324889,4,33,0,3.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,3.3333333333333335,3.6666666666666665,2.0
1556412039,2,64,1,2.0,3.3333333333333335,1.3333333333333333,1.3333333333333333,4.666666666666667,4.666666666666667,2.5
1556507266,3,31,0,3.3333333333333335,2.0,2.3333333333333335,1.6666666666666667,4.333333333333333,2.6666666666666665,2.5
1557021895,0,23,0,2.0,4.0,2.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,1.0
1557333868,3,22,1,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.5
